epoch,loss,accuracy
0,1,2.7614495754241943,0.28068193488754234
1,2,2.6512451171875,0.35555099106500976
2,3,2.511936664581299,0.36089144500359455
3,4,2.337847948074341,0.3613022491527164
4,5,2.128361701965332,0.3613022491527164
5,6,2.037976026535034,0.3613022491527164
6,7,1.9088222980499268,0.376502002670227
7,8,1.8710452318191528,0.3776317140803122
8,9,1.7881801128387451,0.3913936530758961
9,10,1.7879184484481812,0.43226866591352575
10,11,1.7515666484832764,0.4639005853959125
11,12,1.6902966499328613,0.4717058642292287
12,13,1.6330384016036987,0.4865975146348978
13,14,1.6437973976135254,0.4875218239704221
14,15,1.5903640985488892,0.5031323816370545
15,16,1.6175025701522827,0.5196672486392112
16,17,1.5154894590377808,0.5201807538256137
17,18,1.5483386516571045,0.5119646708431755
18,19,1.498518943786621,0.5068296189791517
19,20,1.4514437913894653,0.5065215158673103
20,21,1.4288417100906372,0.5088836397247612
21,22,1.3858882188796997,0.507548526240115
22,23,1.3865058422088623,0.5109376604703707
23,24,1.3792765140533447,0.5176132278936018
24,25,1.3438488245010376,0.5392831467597823
25,26,1.3297796249389648,0.5559207147992195
26,27,1.3020483255386353,0.5522234774571223
27,28,1.3069987297058105,0.5584882407312314
28,29,1.2892472743988037,0.562288179110609
29,30,1.230748176574707,0.566396220601828
30,31,1.2372925281524658,0.5725582828386566
31,32,1.207216501235962,0.578001437814522
32,33,1.2237310409545898,0.5896066550272158
33,34,1.1617262363433838,0.6066550272157749
34,35,1.1589250564575195,0.6169251309438225
35,36,1.0888131856918335,0.6147684091609326
36,37,1.1287270784378052,0.6113792749306768
37,38,1.1084394454956055,0.6164116257574201
38,39,1.0171726942062378,0.6324329875731745
39,40,0.9917086958885193,0.6149738112354934
40,41,0.9720844030380249,0.6144603060490911
41,42,0.9901755452156067,0.6309951730512479
42,43,0.9533811211585999,0.6571839375577694
43,44,0.9613957405090332,0.6793673616103523
44,45,0.8944454193115234,0.70689123960152
45,46,0.8890699148178101,0.715723528807641
46,47,0.8505527973175049,0.7015507856629352
47,48,0.8513254523277283,0.6952860223888261
48,49,0.852177083492279,0.6973400431344356
49,50,0.8419508934020996,0.71767484851597
50,51,0.8120643496513367,0.722193694156311
51,52,0.795803964138031,0.7471500462154668
52,53,0.8021186590194702,0.7637876142549039
53,54,0.749150276184082,0.7401663756803943
54,55,0.7909161448478699,0.7183937557769333
55,56,0.7919957041740417,0.7327719009962
56,57,0.7366640567779541,0.7666632432987573
57,58,0.7068015336990356,0.7719009962000616
58,59,0.7102453112602234,0.7780630584368902
59,60,0.6816258430480957,0.7727226044983054
60,61,0.6553714275360107,0.7634795111430626
61,62,0.6204337477684021,0.7759063366540002
62,63,0.6452875733375549,0.7911060901715107
63,64,0.6394955515861511,0.7904898839478278
64,65,0.6270571351051331,0.792030399507035
65,66,0.5875218510627747,0.7851494300092431
66,67,0.5593936443328857,0.8019924001232412
67,68,0.5947147011756897,0.7969600492964979
68,69,0.5416182279586792,0.8193488754236418
69,70,0.556627094745636,0.8045599260552532
70,71,0.5437302589416504,0.8089760706583137
71,72,0.5005089640617371,0.8260244428468727
72,73,0.4934142231941223,0.8275649584060799
73,74,0.48088061809539795,0.8151381328951423
74,75,0.46224838495254517,0.8243812262503851
75,76,0.44463294744491577,0.8359864434630789
76,77,0.43649476766586304,0.8390674745814932
77,78,0.43607863783836365,0.846770052377529
78,79,0.39420875906944275,0.8425593098490295
79,80,0.37654685974121094,0.8608400944849542
80,81,0.3956497609615326,0.8694669816165144
81,82,0.36107301712036133,0.8658724453116976
82,83,0.3594492971897125,0.8721372085858067
83,84,0.3009519577026367,0.866591352572661
84,85,0.28931599855422974,0.8679264660573072
85,86,0.3214997947216034,0.8638184245660881
86,87,0.32189977169036865,0.8713156002875629
87,88,0.2607729434967041,0.8656670432371367
88,89,0.27916714549064636,0.875423641778782
89,90,0.2715079188346863,0.875423641778782
90,91,0.251140296459198,0.8837424257985006
91,92,0.2252729833126068,0.8919585087809387
92,93,0.20992453396320343,0.884050528910342
93,94,0.21359749138355255,0.8875423641778782
94,95,0.232814759016037,0.8850775392831468
95,96,0.2167930006980896,0.8921639108554996
96,97,0.23571425676345825,0.9031529218445107
97,98,0.20022445917129517,0.8919585087809387
98,99,0.2057860940694809,0.8922666118927801
99,100,0.18913474678993225,0.8968881585704016
100,101,0.1632058322429657,0.8917531067063778
101,102,0.20013345777988434,0.8977097668686453
102,103,0.19159597158432007,0.8939098284892677
103,104,0.16786037385463715,0.8940125295265482
104,105,0.1787668764591217,0.9067474581493273
105,106,0.16905197501182556,0.9059258498510835
106,107,0.16166910529136658,0.8996610865769744
107,108,0.1816287338733673,0.9037691280681935
108,109,0.1471683382987976,0.9035637259936325
109,110,0.14460191130638123,0.8996610865769744
110,111,0.14833204448223114,0.897401663756804
111,112,0.15053391456604004,0.9050015405155593
112,113,0.14156316220760345,0.9004826948752183
113,114,0.1371924728155136,0.9006880969497791
114,115,0.1363181471824646,0.9047961384409983
115,116,0.14191092550754547,0.9117798089760707
116,117,0.12980571389198303,0.9095203861559001
117,118,0.13403503596782684,0.9025367156208278
118,119,0.1499285250902176,0.8952449419739139
119,120,0.13677208125591278,0.9165040566909726
120,121,0.10693956911563873,0.9054123446646811
121,122,0.15168547630310059,0.9091095820067783
122,123,0.13645872473716736,0.9068501591866078
123,124,0.09611213207244873,0.9056177467392421
124,125,0.15444637835025787,0.9043853342918764
125,126,0.1069529578089714,0.8892882818116463
126,127,0.1602390557527542,0.9083906747458149
127,128,0.12160127609968185,0.9167094587655336
128,129,0.11111554503440857,0.9117798089760707
129,130,0.12119367718696594,0.9107527986032659
130,131,0.11539682745933533,0.9167094587655336
131,132,0.08507537096738815,0.910341994454144
132,133,0.09847555309534073,0.910341994454144
133,134,0.12172898650169373,0.9117798089760707
134,135,0.09251460433006287,0.8997637876142549
135,136,0.11458474397659302,0.9097257882304611
136,137,0.0886983722448349,0.9164013556536921
137,138,0.08660145103931427,0.9154770463181678
138,139,0.12123087048530579,0.9119852110506316
139,140,0.10488107055425644,0.9138338297216801
140,141,0.08341847360134125,0.9123960151997536
141,142,0.08166126161813736,0.9094176851186196
142,143,0.08462092280387878,0.9110609017151073
143,144,0.07384233176708221,0.9136284276471193
144,145,0.08349853754043579,0.9136284276471193
145,146,0.08481208980083466,0.9149635411317655
146,147,0.08110551536083221,0.9149635411317655
147,148,0.07300508767366409,0.9178391701756188
148,149,0.0734899565577507,0.9161959535791312
149,150,0.07596699893474579,0.9135257266098388
150,151,0.07475567609071732,0.9169148608400944
151,152,0.06946604698896408,0.9266714593817398
152,153,0.06842087209224701,0.918763479511143
153,154,0.07342685759067535,0.9112663037896683
154,155,0.07710474729537964,0.9156824483927287
155,156,0.06407441943883896,0.9156824483927287
156,157,0.08117754012346268,0.9250282427852521
157,158,0.050243787467479706,0.9248228407106912
158,159,0.06072738766670227,0.9220499127041183
159,160,0.06028413027524948,0.9154770463181678
160,161,0.05588458850979805,0.9179418712128993
161,162,0.061552293598651886,0.9161959535791312
162,163,0.07027938216924667,0.9202012940330697
163,164,0.05891932547092438,0.923693129300606
164,165,0.061527319252491,0.9274930676799835
165,166,0.06006957218050957,0.9268768614563007
166,167,0.06585336476564407,0.9261579541953374
167,168,0.04658530652523041,0.9200985929957892
168,169,0.052101779729127884,0.9251309438225326
169,170,0.05493173748254776,0.9265687583444593
170,171,0.05561443418264389,0.928006572866386
171,172,0.042958490550518036,0.9302659956865564
172,173,0.051521606743335724,0.9302659956865564
173,174,0.04598689079284668,0.9283146759782274
174,175,0.049397796392440796,0.9244120365615692
175,176,0.045307014137506485,0.9207147992194721
176,177,0.0544341504573822,0.9250282427852521
177,178,0.058598294854164124,0.9331416247304097
178,179,0.04404351860284805,0.9306767998356783
179,180,0.05686506628990173,0.9306767998356783
180,181,0.049250222742557526,0.927801170791825
181,182,0.048098333179950714,0.928006572866386
182,183,0.05197202041745186,0.9263633562698983
183,184,0.06148427352309227,0.928006572866386
184,185,0.05035112798213959,0.9256444490089349
185,186,0.05233395844697952,0.9267741604190203
186,187,0.04792932793498039,0.9267741604190203
187,188,0.04689152538776398,0.9255417479716546
188,189,0.046904660761356354,0.9242066344870083
189,190,0.04635445028543472,0.9256444490089349
190,191,0.047510404139757156,0.927595768717264
191,192,0.04302363470196724,0.9243093355242888
192,193,0.047205645591020584,0.9243093355242888
193,194,0.052021678537130356,0.9256444490089349
194,195,0.042587555944919586,0.9238985313751669
195,196,0.04059445112943649,0.9166067577282531
196,197,0.04880675673484802,0.9198931909212283
197,198,0.06226618215441704,0.9283146759782274
198,199,0.042257972061634064,0.9197904898839478
199,200,0.04152330011129379,0.9138338297216801
200,201,0.04474980756640434,0.9195850878093869
